අයෙන,
අරකෙ,ආරක්ශකයා
අරිට,උතුම්
අලි,
අවරණ,අමුණ
අවරණහි,
අවලද,
අවිරද,විරුද්ද වන්නැති
අශ,අශ්ව
අශඩිය,
අශද,ඇසළ
අශමනහ,අසාමාන්‍ය
අශය,
අශරුය,අසරුවා
අශලි,අශ්ලිස
අශලිය,
අශලිශ,අශ්ලිස
අශහ,
අශි,ආයුශ්මත්
අශිය,ආයුශ්මත්
අශෙ,
අශොකශ,
අශොකහ,ශෝක රතිත
අසලි,
අසලිය,අසේල
අසෙලයහ,
අහලි,
අහලිය,
අහලියලෙණෙ,
ආගත,පැමිණි
ආගාර,
ඉඣු,
ඉටක,ගඩොළු
ඉඩික,සෘද්ධි ඇති
ඉඩිය,සද්ධිය
ඉත,එම
ඉද,මෙහි
ඉදගුශශ,
ඉදබුතිය,ඉන්ද්‍රගුප්ත
ඉදරකිත,ඉන්ද්‍රරක්ඛිත
ඉදශල,ඉන්ද්‍රශාල
ඉදිය,සෘද්ධිය
ඉම,සීමාව
ඉමශි,මෙහි
ඉශිගුතහ,සෘෂිගුප්ත
ඉශිරකිත,සෘෂි රක්ඛිත
ඉහ,මෙහි
උගශ,
උටිය,
උතර,උතුම්
උතරගුත,
උතරශ,
උතරහ,
උතරි,
උතරිහ,ඉතිරිය
උතලිය,
උති,උත්තිය
උතිය,උත්තිය
උතියහ,උත්තිය
උතිරික,ඉතිරි
උතිහ,
උදයහ,
උදහ,උදහස
උප,යෝග්‍ය
උපට,
උපතිශ,උපතිස්ස
උපතිශහ,උපතිස්ස
උපරඣ,උපරාජ
උපරිකඩ,
උපලය,උපුලි
උපලවි,උපුල් වැව
උපලවී,
උපලි,උපාලි
උපලිය,
උපශක,උපාසක
උපශික,උපාසිකා
උපශිකය,උපාසක
උපශිකා,උපාසිකා
උපශීක,
උපශොණ,
උපශොණහ,
උපසක,උපාසක
උපසකහ,
උපසික,උපාසිකා
උපාසක,බැතිමතුන්
උපාසිකා,
උඵශික,
උබහ,
උවනිකිතෙ,තැන්පත් කළ
උවසක,උවසු
උවසික,උපාසිකා
උවහජනකහ,
ඌතරහ,
එක,එක්
එකෙ,එක
එතන,මොහුගේ හෝ ඔහුගේ
එතශ,මොහුගේ හෝ ඔහුගේ
එතෙහි,
එරකපි,
ඔඣක,වජ්ජි ගෝත්‍රික
ඔරිදික,අන්තප්පුරයේ වෙසෙන
ඔහරණෙ,
ක,කවරකු
කචර,
කචලිය,
කචිලි,
කට,පැවැත්වීම
කටය,කරවා
කටු,පිණිස
කටෙ,
කඩක,කඩා
කඩගිරිකහ,
කඩපි,
කඩශිව,කළුශිව හෝ කණ්ඩ සිව
කඩහ,
කඩහලක,කණ්ඩහල
කඩිතිහ,
කඩිය,කාලිය
කණ,අන්ධ
කණගම,කාණගාම හෝ කණාගම
කණගුතශ,
කණඩශිකය,
කණතිශහ,
කණදත,
කණදතශ,
කණපෙඩික,වාර්තා තබන්නා
කණය,ගොවිපොළ
කණයතහ,
කණශ,
කණිකණටිය,
කණියත,
කණියුත,ලේඛන කටයුතු වල යෙදුනු
කතිය,කත්තික
කද,දෙකොනෙහි බර එල්ලූ කඳ
කදලි,කඳකුමරු
කදලිය,
කන,කා දමන
කනන,
කපලි,
කපිල,කිඹුල්
කබර,කුඹුර
කබල,ලෝමමය වස්තු
කබොඣහ,කාම්බෝජ
කබොඣිඣිය,
කබොඣියන,
කම,වැඩ
කමචුඩහ,
කමට,කාර්මිකයා
කමින,
කමෙ,
කය,ශරීරය
කර,කරවා
කරඣික,
කරඣිනි,
කරපිට,
කරපිත,කැරැ වු
කරපිතෙ,
කරහක,
කරහි,කරීසයක
කරිත,කැරැ වු
කරිතන,
කරිති,
කරිතෙ,කරවන ලදි
කරිතේ,කරවන ලදි
කරිහි,
කලණික,කැලණිය වැසි
කලතෙහි,
කලහි,කාලෙහි
කලිහි,කාලෙහි
කවි,කවියා
කශ,
කශකශ,
කශපණෙ,
කශබනගරෙ,
කශබශ,
කශබහ,
කශබිය,
කහපණෙ,
කළිය,
ක්ධි,
කාරිතෙ,
කිටකය,
කිතහ,
කුඣ,
කුඣක,
කුටහතෙ,
කුටි,
කුටුබික,
කුටෙ,
කුඩක,
කුණික,
කුතරගය,
කුදල,
කුබකර,
කුබරශ,
කුබල,
කුබිර,
කුබිලිය,
කුමදතහ,
කුමර,
කුමරතිහ,
කුමරදතශ,
කුමරශ,
කුමරහ,
කුමි,
කුමිය,
කුල,
කුලශ,
කුලහ,
කුලි,
කෙත,
කෙතහි,
කෙරහ,
කෙලශෙ,
කොඣර,
කොටගරික,
කොටය,
කොඩිගරික,
කොමි,
කොලගම,
කොලිගමහි,
කොශික,
කොෂිකමත,
ඛරපිතෙ,
ග,
ගජදබුතක,
ගඩහ,
ගඩිය,
ගණ,
ගණක,
ගණකශ,
ගණශ,
ගතශෙ,
ගදමදනෙ,
ගපතන,
ගපති,
ගපතුල,
ගපිති,
ගම,
ගමක,
ගමකහි,
ගමණි,
ගමනි,
ගමශි,
ගමහි,
ගමික,
ගමිකහ,
ගමිණි,
ගමියෙ,
ගමෙ,
ගරදිඩගම,
ගල,
ගහපති,
ගාමණි,
ගාමිණි,
ගිරිතිශගමෙ,
ගිරිවජෙ,
ගිලික,
ගුටක,
ගුඩහ,
ගුත,
ගුතය,
ගුතශ,
ගුතස,
ගුතහ,
ගුතිය,
ගුතෙන,
ගුරය,
ගුරහ,
ගුශෙ,
ගුහ,
ගොකණගමක,
ගොට,
ගොඩ,
ගොඩහ,
ගොතම,
ගොතමශ,
ගොති,
ගොදත,
ගොදතහ,
ගොපලහ,
ගොපහ,
ගොබුතිය,
ගොවක,
ගොහ,
ඝමික,
ඝමිඛ,
ච,
චඩි,
චත,
චතන,
චතහ,
චතු,
චතුදිශ,
චතුදිස,
චතුදිසක,
චතුදිසික,
චතුදීශික,
චදක,
චදකෙ,
චදන,
චදනහ,
චදු,
චන,
චනිගමිය,
චනිශත,
චර,
චරු,
චලල,
චලි,
චලුය,
චහනිලය,
චාතු,
චිත,
චිතක,
චිතකර,
චිතකෂණ,
චිතකහ,
චිතගුත,
චිතගුතශ,
චිතගුතහ,
චිතය,
චිතහ,
චිලිය,
චීරෙචෙ,
චුඩ,
චුඩතිශ,
චුඩතිශශ,
චුඩතිශහ,
චුඩනගහ,
චුඩරකශ,
චුඩශ,
චුඩශිදහ,
චුඩශුමනහ,
චුඩහ,
චුඩි,
චුඩික,
චුඩිතිශහ,
චුඩෙ,
චුදතිශහ,
චුදුතර,
චුලශ,
චුලහ,
චුලු,
චුළ,
චුළතහ,
චෙතිය,
චෙම,
චෙමගමශි,
චෙමගමහි,
චෙමශ,
චෙමහ,
චොඩි,
චොදක,
චොරිකිය,
ඡ,
ඡතු,
ජිතය,
ජෙට,
ජෙටුහ,
ජෙටෙ,
ජෙථ,
ඣඋතරශ,
ඣනන,
ඣනහ,
ඣමත,
ඣය,
ඣයඅබි,
ඣයඣ,
ඣයය,
ඣවක,
ඣි,
ඣිත,
ඣිතය,
ඣිතහ,
ඣිශ,
ඣුවය,
ඣෙටුහ,
ඣෙටෙ,
ඣොතිය,
ඣොතියශ,
ටය,
ණිණෙ,
ත,
තණ,
තණක,
තතවය,
තන,
තනක,
තනෙ,
තබකර,
තබතිශ,
තබර,
තරපය,
තල,
තලදර,
තවිරිකිය,
තශ,
ති,
තිණි,
තින,
තිනි,
තිපණගහෙ,
තිපති,
තිමර,
තිමරශ,
තිරහ,
තිරි,
තිරිපලහ,
තිශ,
තිශගමෙ,
තිශගුත,
තිශගුතශ,
තිශගුතහ,
තිශගොතශ,
තිශදත,
තිශදතශ,
තිශදතහ,
තිශදෙවිය,
තිශබ,
තිශබුති,
තිශබුතිය,
තිශමහරඣහ,
තිශමිත,
තිශමිතහ,
තිශය,
තිශයශ,
තිශයස,
තිශයහ,
තිශරක,
තිශරකිත,
තිශරකිතහ,
තිශලය,
තිශශ,
තිශහ,
තිශිහය,
තිශෙ,
තිශෙන,
තිෂ,
තිෂයහ,
තිස,
තිසතෙරහ,
තිසය,
තිසයශ,
තිසයස,
තිසයහ,
තිසරකිතහ,
තිසහ,
තිසිය,
තිසෙ,
තිහලිය,
තුබ,
තුබඩ,
තුබෙ,
තුභෙ,
තුලදර,
තෙඣශ,
තෙන,
තෙර,
තෙරන,
තෙරශ,
තෙරස,
තෙරහ,
තෙරෙන,
තෙලකට,
තෙලකටහ,
තෙලකටහක,
තොට,
තොටගමිය,
තොඩික,
තොපශ,
තොස,
දකබරි,
දකිණ,
දටික,
දඩ,
දඩික,
දත,
දතකහ,
දතය,
දතශ,
දතස,
දතහ,
දති,
දතෙ,
දන,
දනතක,
දනමිතශ,
දනි,
දනියශ,
දනු,
දනුකය,
දනුග,
දනුගය,
දනෙ,
දම,
දමගුත,
දමගුතශ,
දමගුතහ,
දමතෙරශ,
දමදි,
දමය,
දමරකිත,
දමරකිතශ,
දමරකිතහ,
දමරකිතෙන,
දමරඣ,
දමරඣශ,
දමරඣහ,
දමරුචි,
දමශෙන,
දමශෙනෙ,
දමික,
දමුතරහ,
දමෙඩ,
දරක,
දරකයහ,
දරබතික,
දරය,
දශ,
දශනෙ,
දස,
දසකහ,
දහකහ,
දාරක,
දි,
දිග,
දිගගුතශ,
දිගතිශ,
දිගතිශශ,
දිගතිහ,
දිගදතහ,
දිගපියික,
දිගමිත,
දිගවපි,
දිණෙ,
දිතහ,
දිතිම,
දින,
දිනනි,
දිනශ,
දිනහ,
දිනි,
දිනෙ,
දිනේ,
දින‌ෙ,
දිප,
දිපනිය,
දිපරඣ,
දිපිකුලිකන,
දිපිගල,
දිශ,
දිශශ,
දිශශගශ,
දිශහ,
දිශික,
දිෂ,
දිස,
දිසික,
දීශ,
දුග,
දුටක,
දුටික,
දුත,
දුතක,
දුතකශ,
දුතකහ,
දුතකෙ,
දුතය,
දුපටකෙ,
දුබල,
දුබලගමකහි,
දුවෙ,
දුශ,
දුශතර,
දුශතරශ,
දුහතර,
දුහතරශ,
දුහිතය,
දෙව,
දෙවගුතහ,
දෙවතිශහ,
දෙවනකතශ,
දෙවනපි,
දෙවනපිය,
දෙවනපියශ,
දෙවනපියහ,
දෙවපුත,
දෙවය,
දෙවයහ,
දෙවරකිතශ,
දෙවරමණ,
දෙවරමණෙ,
දෙවහ,
දෙවිය,
දො,
දොදශ,
දොර,
දොරකණි,
ද‌ෙවනපිය,
ද‌ෙවහ,
ධතහ,
ධන,
ධනෙ,
ධමරඣශ,
ධර,
ධශදිශතො,
ධිනෙ,
ධිසය,
ධිසික,
න,
නක,
නකතිහ,
නකයහ,
නකර,
නකරක,
නකලි,
නකලිය,
නකහ,
නකෙ,
නකොඩපික,
නග,
නගගමිය,
නගත,
නගදතය,
නගදතහ,
නගදිනශ,
නගපවත,
නගමිතහ,
නගය,
නගයහ,
නගර,
නගරක,
නගරශි,
නගරාන,
නගරියන,
නගශ,
නගශෙන,
නගහ,
නගුලි,
නගුලිය,
නගුලිහ,
නචදක,
නචිතහ,
නට,
නඩ,
නතිකන,
නතිකන්,
නද,
නදශ,
නදසල,
නදහ,
නදික,
නදිකශ,
නදිලිය,
නදීක,
නබතික,
නම,
නමර,
නමරශ,
නමරෙ,
නමලයහ,
නමලි,
නමලිය,
නමලී,
නය,
නරයගුතහ,
නව,
නවිකහ,
නශත,
නශික,
නා,
නාවිකස,
නාවිකහ,
නැකති,
නිතදෙවහ,
නිමණ‌ෙ,
නියත,
නියතපිතෙ,
නියතෙ,
නියෙතෙ,
නිලය,
නිශිමෙ,
නුග,
නුගහ,
නුගුය,
නෙලගමශි,
නොකපිකෙ,
නොශබ,
පඔරණ,
පකර,
පච,
පචය,
පචල,
පචින,
පට,
පටකණ,
පටකෙ,
පටනක,
පටමය,
පටල,
පටි,
පටිකෙ,
පටිථපිතෙ,
පටිබන,
පටිබනකුටෙ,
පඩ,
පඩගම,
පඩිතශ,
පඩිතහ,
පඩුගුතෙ,
පඩුවස,
පණත,
පණදක,
පණි,
පණිත,
පති,
පතික,
පතිටපිටෙ,
පතිටපිත,
පදගඩ,
පදගඩි,
පදගඩිනි,
පදිටිතෙ,
පදිඨපිතෙ,
පදින,
පදුම,
පදුමගුතශ,
පදුමහ,
පදෙ,
පනි,
පමතිශහ,
පය,
පරක,
පරචව,
පරමුක,
පරවෙණි,
පරාසරිස,
පරිකරෙ,
පරිගහය,
පරිඣය,
පරිබොගනි,
පරිභුජිතු,
පරිහ,
පරුමක,
පරුමකඅදිලිය,
පරුමකගුතශ,
පරුමකණෙ,
පරුමකල,
පරුමකලි,
පරුමකලු,
පරුමකශ,
පරුමක්,
පරුමකෙ,
පරෙමක,
පල,
පලදත,
පලය,
පලහ,
පලිකද,
පලිකදස,
පවත,
පවතහි,
පවිට,
පවිටක,
පශණදරිය,
පශදෙ,
පශනෙ,
පශි,
පශු,
පශුදෙවල,
පශුවිශරයෙ,
පසඪිකෙ,
පහණ‌ෙ,
පහනම,
පාරුමක,
පාළි,
පිගල,
පිඩපටි,
පිඩපටික,
පිත,
පිතමහරඣහ,
පිතයෙ,
පිතශ,
පිතහ,
පිතිඨිතෙ,
පිපිලිගුහ,
පියකපෂණ,
පියදශනෙ,
පියදසනෙ,
පිල,
පුකන,
පුකියන,
පුගන,
පුගහ,
පුගියන,
පුඩලඣකෙ,
පුඩශහ,
පුඩහ,
පුණ,
පුණශ,
පුණහ,
පුත,
පුතන,
පුතනු,
පුතලහ,
පුතශ,
පුතහ,
පුතා,
පුති,
පුතෙ,
පුනද,
පුනපිටික,
පුනශගුතශ,
පුනශුගුතහ,
පුර,
පුරහ,
පුරුශදතය,
පුලය,
පුලයශ,
පුශ,
පුශක,
පුශගුත,
පුශගුතශ,
පුශගුතෙ,
පුශගුතෙන,
පුශතෙරහ,
පුශදෙව,
පුශදෙවශ,
පුශදෙවස,
පුශදෙවහ,
පුශබුතිය,
පුශමිත,
පුශමිතහ,
පුශය,
පුශලි,
පුශශ,
පුශහ,
පුෂගුත,
පුස,
පුසහ,
පෙරක,
පෙහකරහ,
පෙහෙකර,
පොකරණි,
පොචනි,
පොටිමශහ,
පොල,
පොශතකරෙ,
පොහොත්,
ඵරිබොගයෙ,
බ,
බක,
බකිනිය,
බකිනෙය,
බකුල,
බගදෙවහ,
බගිනයතිශහ,
බගිනි,
බගිනිය,
බගිනියන,
බගු,
බඩකරක,
බඩකරි,
බඩකරික,
බඩගරික,
බඩිහර,
බණක,
බණගමික,
බත,
බතකරක,
බතගු,
බතර,
බතශනගරශි,
බතික,
බතිකණ,
බතිකන,
බතිකශ,
බතිකහ,
බතිකෙ,
බතිය,
බතුනො,
බද,
බදත,
බදය,
බදිර,
බම,
බමණ,
බමණහ,
බමතියශ,
බමදත,
බමදතශ,
බමදතහ,
බමලි,
බයබෙරවෙ,
බරණිගුතහ,
බරණිය,
බරත,
බරිය,
බරියන,
බරියය,
බරුකචග,
බලගුතහ,
බහිකෙ,
බාණක,
බැති,
බැරිය,
බිකු,
බුඣිකෙ,
බුතදතය,
බුතදතහ,
බුතහ,
බුතිය,
බුතෙය,
බුදරකිත,
බුදරකිතශ,
බුදරකිතහ,
බුමි,
බුමික,
බුමිදිනෙ,
බුයුත,
බෙණ,
බොඣක,
බොඣික,
භත,
භතික,
භිකු,
භිඛු,
භොජකටකස,
භොජික,
ම,
මකහ,
මකිය,
මග,
මගශ,
මගහ,
මගිලය,
මච,
මචක,
මචකය,
මචු,
මචුඩි,
මචුඩික,
මජක,
මජිමහ,
මඣි,
මඣිම,
මඣිමතිශ,
මඣිමබණක,
මඣිමයශ,
මඣිමශ,
මඣිමහ,
මටිකවිලිපි,
මටිග,
මටුක,
මඩකෙ,
මඩුකශලිය,
මණල,
මණවණ,
මණි,
මණිකර,
මත,
මතමත,
මතය,
මතයහ,
මතලිගමික,
මතහ,
මතුල,
මතුලානිය,
මදලයහ,
මනප,
මනපදශනෙ,
මනපදසනෙ,
මනලිකචිය,
මනශ,
මනාපදශනෙ,
මනොරමෙ,
මනොරමේ,
මපිත,
මයහල,
මයාවිය,
මරගම,
මරුකුට,
මරුමකන,
මරුමකනක,
මරුමකනකහ,
මරුමකනකෙ,
මරුමකනහ,
මරුමකනෙ,
මරුමනක,
මලගුතහ,
මලන,
මලයහපුත,
මලශ,
මලහ,
මලි,
මලිගමික,
මලිය,
මලුගමෙ,
මලුශ,
මලුහ,
මලෙය,
මවිත,
මවිතෙ,
මහ,
මහගණක,
මහගමෙ,
මහගුතහ,
මහචිතශ,
මහචුලක,
මහත,
මහතිශ,
මහතිශයෙ,
මහතිශශ,
මහතිශහ,
මහතිස,
මහතිසහ,
මහදත,
මහදතහ,
මහනකළහ,
මහනගය,
මහනගහ,
මහපුගියන,
මහපුශ,
මහබිය,
මහබුතයහ,
මහමත,
මහයශ,
මහයහ,
මහරක,
මහරජ,
මහරජශ,
මහරඣ,
මහරඣශ,
මහරඣස,
මහරඣහ,
මහරඣෙ,
මහරෙතශ,
මහරෙතහ,
මහලෙණ,
මහලෙණෙ,
මහලෙණ‌ෙ,
මහශ,
මහශිවහ,
මහශුදශනෙ,
මහශුදසනෙ,
මහශුමනශ,
මහශෙනහ,
මහසහුදශනෙ,
මහසිවයහ,
මහසුදශනෙ,
මහිද,
මළ,
මි,
මිටියමත,
මිටියමුත,
මිත,
මිතගුත,
මිතදෙවහ,
මිතපල,
මිතපලශ,
මිතය,
මිතශ,
මිතශෙනශ,
මිතහ,
මිතිය,
මිතෙ,
මිතෙන,
මිනමතහ,
මිලක,
මුකලු,
මුරිඩි,
මුල,
මුලගුතශ,
මුලදෙවශ,
මුලශොම,
මෙ,
මෙගලි,
මෙරය,
මෙළ,
ය,
යක,
යකදතහ,
යග,
යටි,
යලි,
යවවවික,
යශ,
යශදය,
යශදෙවහ,
යශොපල,
යශොපලශ,
යශොපලහ,
යශොබල,
යශ‌ොපලහ,
යසිස,
යසොපල,
යහපල,
යහශිනි,
යහශිනිය,
යහශිය,
යෙ,
යෙසමගෙ,
යෙසමඝ,
ර,
රක,
රකි,
රකිත,
රකිතගමියශි,
රකිතශ,
රකිතහ,
රකිය,
රකීත,
රජ,
රජහ,
රජහි,
රජිකහි,
රඣ,
රඣපුත,
රඣශ,
රඣශමණිකරශෙ,
රඣශි,
රඣහ,
රඣහි,
රඣියශි,
රඣියහි,
රන,
රම,
රමඣට,
රමණි,
රමදතය,
රමය,
රමශ,
රයහ,
රයෙ,
රශුමිලිය,
රැකි,
රිතය,
රුගය,
රුප,
රුපදක,
රුලය,
රුවලය,
රෙටහ,
රෙත,
රෙතය,
රෙතශ,
රෙතහ,
රෙවතහ,
රෙවති,
රෙවය,
රෙවෙතශ,
රොක,
රොණහ,
රොණිගුත,
රොණිගුතශ,
රොණිය,
රොහකශ,
රොහනි,
ල,
ලක,
ලචි,
ලඣක,
ලඣකශ,
ලඪකෙ,
ලපන,
ලබෙ,
ලය,
ලශ,
ලිණි,
ලිණෙ,
ලිණ‌ෙ,
ලිය,
ලෙ,
ලෙණ,
ලෙණකෙ,
ලෙණනි,
ලෙණශ,
ලෙණශි,
ලෙණහ,
ලෙණහි,
ලෙණෙ,
ලෙණ‌,
ලෙණ‌ෙ,
ලෙනශි,
ලෙනෙ,
ලෙනෙහි,
ලොකදතුය,
ලොකෙය,
ලොණාපි,
ල‌ෙණ‌ෙ,
ල‌ෙන‌ෙ,
ව,
වච,
වජිරය,
වඩක,
වඩමනගම,
වඩියහ,
වණ,
වණිච,
වණිඣ,
වණිඣන,
වදශ,
වනකගමිය,
වනිච,
වනෙ,
වපි,
වපිය,
වමකරක,
වරලි,
වරලිය,
වරුණගුතහ,
වරුණදත,
වරෙ,
වවි,
වවිය,
වශ,
වශක,
වශකණි,
වශබ,
වශබස,
වශශ,
වශහ,
වශි,
වශික,
වශිකශ,
වශිත,
වශුදත,
වශුහ,
වස,
වසවසිකෙ,
වසහ,
වසික,
වහණක,
වහබ,
වහබහ,
වහලිය,
වහිකෙ,
වහිටි,
වහිටිමතහ,
වහිඩි,
වළ,
වාපර,
වාබර,
වාවී,
විණුය,
විණුහ,
විතනගරහි,
විනය,
විනයදර,
විම,
විමන,
විය,
වියග,
වියගහ,
විලගමෙ,
විශකය,
විශකහ,
විශති,
විශදෙව,
විශදෙවශ,
විශදෙවහ,
විශපලොක,
විශර,
විශරෙ,
විහකහ,
විහර,
විහරයෙ,
විහරහි,
විහරිය,
විහරෙ,
වීඣිතශෙනශ,
වුදික,
වෙග,
වෙජ,
වෙඣ,
වෙටිගොපක,
වෙදදශ,
වෙපුලි,
වෙබලිය,
වෙරුමකන,
වෙල,
වෙලහ,
වෙලු,
වෙලුය,
වෙලුශ,
වෙලුශුමනශ,
වෙලුහ,
වෙශ,
වෙශමණ,
වෙශලි,
වෙශශ,
වෙශහ,
වෙස,
වෙසාය,
වෙළහ,
වේලු,
වොහර,
ශ,
ශග,
ශගත,
ශගමිතශ,
ශගය,
ශගයමතහ,
ශගයෙ,
ශගර,
ශගරකිත,
ශගරකිතශ,
ශගරකිතහ,
ශගශ,
ශගශ‌,
ශගස,
ශගිකෙ,
ශඝයෙ,
ශඝශ,
ශඣ,
ශත,
ශතක,
ශතඩ,
ශතන,
ශතශ,
ශතහ,
ශතෙන,
ශදඑමඩන,
ශදන,
ශදනශ,
ශදනහ,
ශදය,
ශදයෙ,
ශදි,
ශදිවිශරිය,
ශදිවිහරිය,
ශදිවිහරියන,
ශදිවිහිර,
ශදීලශ,
ශදොය,
ශනෙ,
ශපතිකෙ,
ශබ,
ශබහ,
ශබිලිය,
ශමණ,
ශමණකශ,
ශමණකහ,
ශමණය,
ශමණයෙ,
ශමණහ,
ශමණිය,
ශමතපශදිකෙ,
ශමනිය,
ශමිකය,
ශමිකශ,
ශමිදතය,
ශමුද,
ශමුදය,
ශමුදශ,
ශමුදහ,
ශයුතක,
ශයෙ,
ශලහ,
ශලිවයශි,
ශව,
ශවිටදතහ,
ශවිනිය,
ශවෙර,
ශවෙරය,
ශශි,
ශශිරිකහ,
ශහශ,
ශාල,
ශිගර,
ශිගිණික,
ශිණහ,
ශිත,
ශිතගුහ,
ශිතගුහෙ,
ශිදතශ,
ශිදතහ,
ශිදශ,
ශිම,
ශිරිගුත,
ශිරිගුතහ,
ශිරිපලිය,
ශිරිලෙණෙ,
ශිල,
ශිලපටනි,
ශිලය,
ශිලවිජයහ,
ශිව,
ශිවගුත,
ශිවගුතහ,
ශිවනබුතිය,
ශිවබුති,
ශිවබුතිය,
ශිවය,
ශිවරකිතශ,
ශිවලය,
ශිවශ,
ශිවහ,
ශිවි,
ශිවික,
ශිවෙන,
ශිශපණෙ,
ශිශමුකෙ,
ශිහපණෙ,
ශුඅමන,
ශුකද,
ශුකයෙ,
ශුග,
ශුඣගය,
ශුඣත,
ශුඣතය,
ශුද,
ශුදශනෙ,
ශුදිනශ,
ශුදෙවහ,
ශුනකතහ,
ශුපදිටි,
ශුපදිතිතෙ,
ශුබගය,
ශුබගහ,
ශුබහ,
ශුම,
ශුමන,
ශුමනකශ,
ශුමනගුත,
ශුමනගුතශ,
ශුමනගුතහ,
ශුමනදත,
ශුමනදතශ,
ශුමනදෙවශ,
ශුමනබුතිය,
ශුමනය,
ශුමනශ,
ශුමනහ,
ශුමය,
ශුමරහශ,
ශුමහ,
ශුමිතහ,
ශුරකිත,
ශුරතිශහ,
ශුරහ,
ශුරි,
ශුරිගුත,
ශුරිගුතහ,
ශුරිදහ,
ශුරිශ,
ශුවතිය,
ශුවිශක,
ශෙ,
ශෙන,
ශෙනපති,
ශෙනපිති,
ශෙනපිතිය,
ශෙනශනෙ,
ශෙනහ,
ශොණ,
ශොණගුත,
ශොණගුතහ,
ශොණය,
ශොණශ,
ශොණහ,
ශොණුතර,
ශොදයෙ,
ශොනය,
ශොනශ,
ශොනියගරෙ,
ශොබනශ,
ශොබිකන්,
ශොමදතහ,
ශොමදෙව,
ශොමදෙවශ,
ශොමදෙවහ,
ශොමලිය,
ශොමහ,
ශ‌ෙ,
ශ‌ෙණි,
ශ‌ොණගුත,
ශ‌ොණහ,
ස,
සග,
සගය,
සගයෙ,
සගශ,
සගස,
සගහ,
සගහටය,
සගහ්,
සගිකෙ,
සඝ,
සඝය,
සඝයෙ,
සඝශ,
සඝස,
සඝහ,
සතන,
සතස,
සදතුතහ,
සදනහ,
සදනෙන,
සදයශ,
සදිවිහරි,
සමණදතහ,
සමණයෙ,
සමණිය,
සමණ‌ෙ,
සමතබද,
සමනීය,
සමුද,
සමුදගුතශ,
සය,
සලකහ,
සලහ,
සව,
සවතොභදෙ,
සහථකෙ,
සි,
සික,
සිටවිය,
සිතෙ,
සිද,
සිදම්,
සිදවිය,
සිද්ධම්,
සිදිනහ,
සිධ,
සිධම්,
සිධවිය,
සිරලය,
සිව,
සිවය,
සිවයහ,
සිවලිය,
සිවහ,
සිවික,
සිහස,
සුඣත,
සුඣතශ,
සුතත,
සුදශනෙ,
සුදසනෙ,
සුපටම,
සුම,
සුමන,
සුමනගුත,
සුමනගුතශ,
සුමනය,
සුමනහ,
සුමහ,
සෙණි,
සෙන,
සෙනපති,
සෙනහ,
සොඩකළහ,
සොණ,
සොණය,
සොණහ,
සොණුතරහ,
හ,
හකුලවිය,
හගරහ,
හඣයහ,
හටයෙ,
හණ,
හණෙයහ,
හත,
හදකහ,
